timestamp,bytes_in,bytes_out
2025-01-01 01:11:00,823,501
2025-01-01 01:12:00,962,657
2025-01-01 01:13:00,168,217
2025-01-01 01:14:00,153,585
2025-01-01 01:15:00,339,335
2025-01-01 01:16:00,572,78
2025-01-01 01:17:00,220,858
2025-01-01 01:18:00,300,795
2025-01-01 01:19:00,938,313
2025-01-01 01:20:00,102,660
2025-01-01 01:21:00,952,235
2025-01-01 01:22:00,944,318
2025-01-01 01:23:00,174,616
2025-01-01 01:24:00,227,508
2025-01-01 01:25:00,316,798
2025-01-01 01:26:00,620,154
2025-01-01 01:27:00,662,881
2025-01-01 01:28:00,901,118
2025-01-01 01:29:00,374,158
2025-01-01 01:30:00,854,521
2025-01-01 01:31:00,435,648
2025-01-01 01:32:00,465,837
2025-01-01 01:33:00,892,769
2025-01-01 01:34:00,537,819
2025-01-01 01:35:00,250,382
2025-01-01 01:36:00,970,856
2025-01-01 01:37:00,532,281
2025-01-01 01:38:00,440,259
2025-01-01 01:39:00,242,568
2025-01-01 01:40:00,152,601
2025-01-01 01:41:00,503,255
2025-01-01 01:42:00,420,98
2025-01-01 01:43:00,280,890
2025-01-01 01:44:00,415,95
2025-01-01 01:45:00,438,326
2025-01-01 01:46:00,776,748
2025-01-01 01:47:00,505,466
2025-01-01 01:48:00,671,276
2025-01-01 01:49:00,680,788
2025-01-01 01:50:00,917,803
2025-01-01 01:51:00,139,847
2025-01-01 01:52:00,982,521
2025-01-01 01:53:00,553,581
2025-01-01 01:54:00,492,859
2025-01-01 01:55:00,351,191
2025-01-01 01:56:00,137,457
2025-01-01 01:57:00,399,800
2025-01-01 01:58:00,920,525
2025-01-01 01:59:00,151,156
2025-01-01 02:00:00,572,719
2025-01-01 02:01:00,144,547
2025-01-01 02:02:00,974,559
2025-01-01 02:03:00,385,240
2025-01-01 02:04:00,531,97
2025-01-01 02:05:00,100,582
2025-01-01 02:06:00,670,336
2025-01-01 02:07:00,884,466
2025-01-01 02:08:00,519,279
2025-01-01 02:09:00,681,226
2025-01-01 02:10:00,967,897
2025-01-01 02:11:00,146,185
2025-01-01 02:12:00,728,741
2025-01-01 02:13:00,301,293
2025-01-01 02:14:00,147,305
2025-01-01 02:15:00,498,613
2025-01-01 02:16:00,561,254
2025-01-01 02:17:00,563,705
2025-01-01 02:18:00,410,164
2025-01-01 02:19:00,821,851
2025-01-01 02:20:00,627,408
2025-01-01 02:21:00,831,731
2025-01-01 02:22:00,707,703
2025-01-01 02:23:00,257,525
2025-01-01 02:24:00,328,747
2025-01-01 02:25:00,967,376
2025-01-01 02:26:00,724,699
2025-01-01 02:27:00,528,336
2025-01-01 02:28:00,763,780
2025-01-01 02:29:00,731,785
2025-01-01 02:30:00,420,60
2025-01-01 02:31:00,117,219
2025-01-01 02:32:00,825,478
2025-01-01 02:33:00,301,490
2025-01-01 02:34:00,277,236
2025-01-01 02:35:00,727,850
2025-01-01 02:36:00,151,765
2025-01-01 02:37:00,450,517
2025-01-01 02:38:00,880,517
2025-01-01 02:39:00,385,692
2025-01-01 02:40:00,913,343
2025-01-01 02:41:00,570,500
2025-01-01 02:42:00,407,785
2025-01-01 02:43:00,167,589
2025-01-01 02:44:00,966,105
2025-01-01 02:45:00,658,193
2025-01-01 02:46:00,301,78
2025-01-01 02:47:00,174,362
2025-01-01 02:48:00,691,878
2025-01-01 02:49:00,785,159
2025-01-01 02:50:00,607,323
2025-01-01 02:51:00,263,470
2025-01-01 02:52:00,293,122
2025-01-01 02:53:00,885,67
2025-01-01 02:54:00,185,293
2025-01-01 02:55:00,280,353
2025-01-01 02:56:00,795,288
2025-01-01 02:57:00,409,462
2025-01-01 02:58:00,137,826
2025-01-01 02:59:00,707,523
2025-01-01 03:00:00,290,63
2025-01-01 03:01:00,297,485
2025-01-01 03:02:00,171,78
2025-01-01 03:03:00,350,425
2025-01-01 03:04:00,802,219
2025-01-01 03:05:00,718,68
2025-01-01 03:06:00,128,154
2025-01-01 03:07:00,151,726
2025-01-01 03:08:00,493,653
2025-01-01 03:09:00,758,510
2025-01-01 03:10:00,947,401
2025-01-01 03:11:00,895,300
2025-01-01 03:12:00,633,295
2025-01-01 03:13:00,970,601
2025-01-01 03:14:00,617,404
2025-01-01 03:15:00,855,653
2025-01-01 03:16:00,561,305
2025-01-01 03:17:00,620,214
2025-01-01 03:18:00,118,533
2025-01-01 03:19:00,443,396
2025-01-01 03:20:00,481,716
2025-01-01 03:21:00,167,836
2025-01-01 03:22:00,251,125
2025-01-01 03:23:00,650,487
2025-01-01 03:24:00,175,168
2025-01-01 03:25:00,209,630
2025-01-01 03:26:00,169,621
2025-01-01 03:27:00,118,76
2025-01-01 03:28:00,698,882
2025-01-01 03:29:00,133,623
2025-01-01 03:30:00,692,886
2025-01-01 03:31:00,893,596
2025-01-01 03:32:00,906,665
2025-01-01 03:33:00,918,87
2025-01-01 03:34:00,168,284
2025-01-01 03:35:00,868,850
2025-01-01 03:36:00,694,238
2025-01-01 03:37:00,749,75
2025-01-01 03:38:00,962,193
2025-01-01 03:39:00,346,664
2025-01-01 03:40:00,470,289
2025-01-01 03:41:00,121,729
2025-01-01 03:42:00,777,318
2025-01-01 03:43:00,696,612
2025-01-01 03:44:00,829,558
2025-01-01 03:45:00,363,352
2025-01-01 03:46:00,988,756
2025-01-01 03:47:00,776,57
2025-01-01 03:48:00,612,387
2025-01-01 03:49:00,473,339
2025-01-01 03:50:00,947,119
2025-01-01 03:51:00,948,871
2025-01-01 03:52:00,140,687
2025-01-01 03:53:00,809,92
2025-01-01 03:54:00,293,568
2025-01-01 03:55:00,730,519
2025-01-01 03:56:00,899,119
2025-01-01 03:57:00,185,348
2025-01-01 03:58:00,620,128
2025-01-01 03:59:00,110,533
2025-01-01 04:00:00,906,112
2025-01-01 04:01:00,987,308
2025-01-01 04:02:00,108,341
2025-01-01 04:03:00,185,823
2025-01-01 04:04:00,872,747
2025-01-01 04:05:00,458,860
2025-01-01 04:06:00,903,51
2025-01-01 04:07:00,553,575
2025-01-01 04:08:00,172,523
2025-01-01 04:09:00,118,213
2025-01-01 04:10:00,163,469
2025-01-01 04:11:00,738,168
2025-01-01 04:12:00,693,126
2025-01-01 04:13:00,755,134
2025-01-01 04:14:00,445,857
2025-01-01 04:15:00,486,673
2025-01-01 04:16:00,838,879
2025-01-01 04:17:00,655,73
2025-01-01 04:18:00,955,295
2025-01-01 04:19:00,374,142
2025-01-01 04:20:00,784,100
2025-01-01 04:21:00,433,628
2025-01-01 04:22:00,988,211
2025-01-01 04:23:00,520,219
2025-01-01 04:24:00,313,334
2025-01-01 04:25:00,813,541
2025-01-01 04:26:00,334,383
2025-01-01 04:27:00,948,888
2025-01-01 04:28:00,146,510
2025-01-01 04:29:00,387,823
2025-01-01 04:30:00,793,838
2025-01-01 04:31:00,744,177
2025-01-01 04:32:00,388,304
2025-01-01 04:33:00,294,259
2025-01-01 04:34:00,753,360
2025-01-01 04:35:00,481,406
2025-01-01 04:36:00,140,655
2025-01-01 04:37:00,564,590
2025-01-01 04:38:00,807,747
2025-01-01 04:39:00,736,344
2025-01-01 04:40:00,595,712
2025-01-01 04:41:00,129,366
2025-01-01 04:42:00,123,686
2025-01-01 04:43:00,488,873
2025-01-01 04:44:00,318,474
2025-01-01 04:45:00,599,894
2025-01-01 04:46:00,727,777
2025-01-01 04:47:00,337,871
2025-01-01 04:48:00,470,690
2025-01-01 04:49:00,543,608
2025-01-01 04:50:00,397,359
2025-01-01 04:51:00,217,333
2025-01-01 04:52:00,302,394
2025-01-01 04:53:00,136,64
2025-01-01 04:54:00,143,718
2025-01-01 04:55:00,394,627
2025-01-01 04:56:00,602,69
2025-01-01 04:57:00,148,265
2025-01-01 04:58:00,496,146
2025-01-01 04:59:00,335,729
2025-01-01 05:00:00,435,240
2025-01-01 05:01:00,561,380
2025-01-01 05:02:00,810,358
2025-01-01 05:03:00,321,583
2025-01-01 05:04:00,622,154
2025-01-01 05:05:00,637,504
2025-01-01 05:06:00,597,381
2025-01-01 05:07:00,223,820
2025-01-01 05:08:00,901,543
2025-01-01 05:09:00,331,896
2025-01-01 05:10:00,775,432
2025-01-01 05:11:00,932,636
2025-01-01 05:12:00,679,858
2025-01-01 05:13:00,111,453
2025-01-01 05:14:00,826,285
2025-01-01 05:15:00,591,381
2025-01-01 05:16:00,699,796
2025-01-01 05:17:00,793,847
2025-01-01 05:18:00,706,267
2025-01-01 05:19:00,924,184
2025-01-01 05:20:00,842,395
2025-01-01 05:21:00,117,758
2025-01-01 05:22:00,237,685
2025-01-01 05:23:00,457,212
2025-01-01 05:24:00,998,310
2025-01-01 05:25:00,413,748
2025-01-01 05:26:00,419,195
2025-01-01 05:27:00,236,643
2025-01-01 05:28:00,780,412
2025-01-01 05:29:00,488,871
2025-01-01 05:30:00,436,149
2025-01-01 05:31:00,411,506
2025-01-01 05:32:00,574,544
2025-01-01 05:33:00,489,281
2025-01-01 05:34:00,453,531
2025-01-01 05:35:00,119,684
2025-01-01 05:36:00,677,570
2025-01-01 05:37:00,464,490
2025-01-01 05:38:00,673,706
2025-01-01 05:39:00,826,306
2025-01-01 05:40:00,939,214
2025-01-01 05:41:00,826,73
2025-01-01 05:42:00,765,415
2025-01-01 05:43:00,316,79
2025-01-01 05:44:00,300,159
2025-01-01 05:45:00,630,545
2025-01-01 05:46:00,989,491
2025-01-01 05:47:00,244,144
2025-01-01 05:48:00,208,104
2025-01-01 05:49:00,210,331
2025-01-01 05:50:00,300,358
2025-01-01 05:51:00,995,219
2025-01-01 05:52:00,108,90
2025-01-01 05:53:00,959,390
2025-01-01 05:54:00,641,159
2025-01-01 05:55:00,512,391
2025-01-01 05:56:00,960,454
2025-01-01 05:57:00,187,321
2025-01-01 05:58:00,905,100
2025-01-01 05:59:00,618,359
2025-01-01 06:00:00,519,435
2025-01-01 06:01:00,388,811
2025-01-01 06:02:00,872,825
2025-01-01 06:03:00,887,737
2025-01-01 06:04:00,884,896
2025-01-01 06:05:00,528,823
2025-01-01 06:06:00,735,487
2025-01-01 06:07:00,374,444
2025-01-01 06:08:00,805,334
2025-01-01 06:09:00,608,472
2025-01-01 06:10:00,244,877
2025-01-01 06:11:00,444,830
2025-01-01 06:12:00,220,363
2025-01-01 06:13:00,441,236
2025-01-01 06:14:00,664,382
2025-01-01 06:15:00,902,517
2025-01-01 06:16:00,664,484
2025-01-01 06:17:00,257,417
2025-01-01 06:18:00,129,475
2025-01-01 06:19:00,408,84
2025-01-01 06:20:00,432,303
2025-01-01 06:21:00,833,330
2025-01-01 06:22:00,293,644
2025-01-01 06:23:00,650,683
2025-01-01 06:24:00,133,103
2025-01-01 06:25:00,330,697
2025-01-01 06:26:00,873,643
2025-01-01 06:27:00,971,404
2025-01-01 06:28:00,719,63
2025-01-01 06:29:00,597,184
2025-01-01 06:30:00,645,823
2025-01-01 06:31:00,832,386
2025-01-01 06:32:00,476,381
2025-01-01 06:33:00,422,898
2025-01-01 06:34:00,306,896
2025-01-01 06:35:00,372,347
2025-01-01 06:36:00,289,790
2025-01-01 06:37:00,975,718
2025-01-01 06:38:00,809,749
2025-01-01 06:39:00,294,608
2025-01-01 06:40:00,898,442
2025-01-01 06:41:00,445,459
2025-01-01 06:42:00,270,758
2025-01-01 06:43:00,682,456
2025-01-01 06:44:00,403,842
2025-01-01 06:45:00,145,594
2025-01-01 06:46:00,437,438
2025-01-01 06:47:00,433,212
2025-01-01 06:48:00,401,421
2025-01-01 06:49:00,688,616
2025-01-01 06:50:00,751,896
2025-01-01 06:51:00,327,258
2025-01-01 06:52:00,307,651
2025-01-01 06:53:00,491,555
2025-01-01 06:54:00,647,772
2025-01-01 06:55:00,541,216
2025-01-01 06:56:00,953,114
2025-01-01 06:57:00,793,466
2025-01-01 06:58:00,636,609
2025-01-01 06:59:00,529,441
2025-01-01 07:00:00,666,840
2025-01-01 07:01:00,736,666
2025-01-01 07:02:00,660,319
2025-01-01 07:03:00,884,104
2025-01-01 07:04:00,165,585
2025-01-01 07:05:00,418,360
2025-01-01 07:06:00,595,790
2025-01-01 07:07:00,284,678
2025-01-01 07:08:00,743,778
2025-01-01 07:09:00,757,323
2025-01-01 07:10:00,970,371
2025-01-01 07:11:00,963,86
2025-01-01 07:12:00,552,672
2025-01-01 07:13:00,175,836
2025-01-01 07:14:00,295,674
2025-01-01 07:15:00,652,792
2025-01-01 07:16:00,687,638
2025-01-01 07:17:00,277,680
2025-01-01 07:18:00,175,742
2025-01-01 07:19:00,698,378
2025-01-01 07:20:00,250,364
2025-01-01 07:21:00,333,85
2025-01-01 07:22:00,656,360
2025-01-01 07:23:00,218,406
2025-01-01 07:24:00,520,496
2025-01-01 07:25:00,818,448
2025-01-01 07:26:00,853,719
2025-01-01 07:27:00,184,186
2025-01-01 07:28:00,883,243
2025-01-01 07:29:00,902,204
2025-01-01 07:30:00,391,565
2025-01-01 07:31:00,228,812
2025-01-01 07:32:00,526,329
2025-01-01 07:33:00,631,117
2025-01-01 07:34:00,225,423
2025-01-01 07:35:00,632,874
2025-01-01 07:36:00,440,344
2025-01-01 07:37:00,180,473
2025-01-01 07:38:00,428,257
2025-01-01 07:39:00,339,618
2025-01-01 07:40:00,235,682
2025-01-01 07:41:00,581,81
2025-01-01 07:42:00,566,437
2025-01-01 07:43:00,573,738
2025-01-01 07:44:00,896,317
2025-01-01 07:45:00,153,653
2025-01-01 07:46:00,942,369
2025-01-01 07:47:00,334,715
2025-01-01 07:48:00,775,853
2025-01-01 07:49:00,312,519
2025-01-01 07:50:00,742,738
2025-01-01 07:51:00,196,538
2025-01-01 07:52:00,254,637
2025-01-01 07:53:00,192,864
2025-01-01 07:54:00,337,140
2025-01-01 07:55:00,606,703
2025-01-01 07:56:00,406,520
2025-01-01 07:57:00,306,686
2025-01-01 07:58:00,474,843
2025-01-01 07:59:00,649,834
2025-01-01 08:00:00,987,703
2025-01-01 08:01:00,643,81
2025-01-01 08:02:00,147,659
2025-01-01 08:03:00,807,636
2025-01-01 08:04:00,351,252
2025-01-01 08:05:00,733,153
2025-01-01 08:06:00,587,108
2025-01-01 08:07:00,755,767
2025-01-01 08:08:00,331,532
2025-01-01 08:09:00,365,871
2025-01-01 08:10:00,513,359
2025-01-01 08:11:00,168,412
2025-01-01 08:12:00,228,689
2025-01-01 08:13:00,332,82
2025-01-01 08:14:00,806,661
2025-01-01 08:15:00,107,676
2025-01-01 08:16:00,661,149
2025-01-01 08:17:00,909,856
2025-01-01 08:18:00,972,172
2025-01-01 08:19:00,336,591
2025-01-01 08:20:00,613,392
2025-01-01 08:21:00,607,307
2025-01-01 08:22:00,229,564
2025-01-01 08:23:00,944,277
2025-01-01 08:24:00,267,543
2025-01-01 08:25:00,188,685
2025-01-01 08:26:00,600,370
2025-01-01 08:27:00,358,729
2025-01-01 08:28:00,340,324
2025-01-01 08:29:00,841,129
2025-01-01 08:30:00,999,832
2025-01-01 08:31:00,370,457
2025-01-01 08:32:00,465,354
2025-01-01 08:33:00,669,812
2025-01-01 08:34:00,314,371
2025-01-01 08:35:00,542,360
2025-01-01 08:36:00,356,518
2025-01-01 08:37:00,958,192
2025-01-01 08:38:00,968,701
2025-01-01 08:39:00,917,694
2025-01-01 08:40:00,246,685
2025-01-01 08:41:00,831,757
2025-01-01 08:42:00,733,485
2025-01-01 08:43:00,900,832
2025-01-01 08:44:00,734,707
2025-01-01 08:45:00,980,678
2025-01-01 08:46:00,732,663
2025-01-01 08:47:00,406,337
2025-01-01 08:48:00,444,334
2025-01-01 08:49:00,308,341
2025-01-01 08:50:00,233,755
2025-01-01 08:51:00,239,509
2025-01-01 08:52:00,338,55
2025-01-01 08:53:00,494,765
2025-01-01 08:54:00,656,703
2025-01-01 08:55:00,765,619
2025-01-01 08:56:00,844,787
2025-01-01 08:57:00,790,470
2025-01-01 08:58:00,551,864
2025-01-01 08:59:00,954,831
2025-01-01 09:00:00,347,256
2025-01-01 09:01:00,272,54
2025-01-01 09:02:00,716,678
2025-01-01 09:03:00,941,731
2025-01-01 09:04:00,329,881
2025-01-01 09:05:00,413,146
2025-01-01 09:06:00,271,273
2025-01-01 09:07:00,380,704
2025-01-01 09:08:00,252,521
2025-01-01 09:09:00,877,769
2025-01-01 09:10:00,407,674
2025-01-01 09:11:00,880,153
2025-01-01 09:12:00,132,386
2025-01-01 09:13:00,822,66
2025-01-01 09:14:00,872,605
2025-01-01 09:15:00,763,238
2025-01-01 09:16:00,197,106
2025-01-01 09:17:00,997,98
2025-01-01 09:18:00,277,209
2025-01-01 09:19:00,517,767
2025-01-01 09:20:00,191,869
2025-01-01 09:21:00,972,835
2025-01-01 09:22:00,415,578
2025-01-01 09:23:00,900,651
2025-01-01 09:24:00,752,688
2025-01-01 09:25:00,940,258
2025-01-01 09:26:00,663,351
2025-01-01 09:27:00,204,316
2025-01-01 09:28:00,885,191
2025-01-01 09:29:00,854,530
2025-01-01 09:30:00,974,625
2025-01-01 09:31:00,460,419
2025-01-01 09:32:00,355,78
2025-01-01 09:33:00,271,454
2025-01-01 09:34:00,822,565
2025-01-01 09:35:00,988,479
2025-01-01 09:36:00,320,660
2025-01-01 09:37:00,359,795
2025-01-01 09:38:00,207,506
2025-01-01 09:39:00,503,118
2025-01-01 09:40:00,763,372
2025-01-01 09:41:00,380,585
2025-01-01 09:42:00,332,801
2025-01-01 09:43:00,410,193
2025-01-01 09:44:00,101,323
2025-01-01 09:45:00,764,81
2025-01-01 09:46:00,396,781
2025-01-01 09:47:00,768,838
2025-01-01 09:48:00,478,598
2025-01-01 09:49:00,944,301
2025-01-01 09:50:00,968,699
2025-01-01 09:51:00,556,82
2025-01-01 09:52:00,644,370
2025-01-01 09:53:00,162,767
2025-01-01 09:54:00,310,131
2025-01-01 09:55:00,773,312
2025-01-01 09:56:00,706,320
2025-01-01 09:57:00,646,590
2025-01-01 09:58:00,869,525
2025-01-01 09:59:00,937,96
2025-01-01 10:00:00,945,788
2025-01-01 10:01:00,294,349
2025-01-01 10:02:00,889,576
2025-01-01 10:03:00,919,681
2025-01-01 10:04:00,279,292
2025-01-01 10:05:00,683,804
2025-01-01 10:06:00,103,479
2025-01-01 10:07:00,572,97
2025-01-01 10:08:00,754,115
2025-01-01 10:09:00,724,509
2025-01-01 10:10:00,265,878
2025-01-01 10:11:00,510,769
2025-01-01 10:12:00,546,129
2025-01-01 10:13:00,994,829
2025-01-01 10:14:00,445,826
2025-01-01 10:15:00,658,531
2025-01-01 10:16:00,843,550
2025-01-01 10:17:00,736,599
2025-01-01 10:18:00,326,538
2025-01-01 10:19:00,435,388
2025-01-01 10:20:00,973,483
2025-01-01 10:21:00,806,326
2025-01-01 10:22:00,920,702
2025-01-01 10:23:00,755,535
2025-01-01 10:24:00,801,726
2025-01-01 10:25:00,479,174
2025-01-01 10:26:00,888,276
2025-01-01 10:27:00,276,798
2025-01-01 10:28:00,654,59
2025-01-01 10:29:00,983,245
2025-01-01 10:30:00,629,66
2025-01-01 10:31:00,948,404
2025-01-01 10:32:00,793,710
2025-01-01 10:33:00,796,135
2025-01-01 10:34:00,837,530
2025-01-01 10:35:00,243,80
2025-01-01 10:36:00,373,224
2025-01-01 10:37:00,518,295
2025-01-01 10:38:00,848,838
2025-01-01 10:39:00,487,267
2025-01-01 10:40:00,297,417
2025-01-01 10:41:00,842,231
2025-01-01 10:42:00,384,577
2025-01-01 10:43:00,353,460
2025-01-01 10:44:00,962,127
2025-01-01 10:45:00,512,601
2025-01-01 10:46:00,441,508
2025-01-01 10:47:00,178,654
2025-01-01 10:48:00,649,890
2025-01-01 10:49:00,349,363
2025-01-01 10:50:00,751,396
2025-01-01 10:51:00,645,234
2025-01-01 10:52:00,551,146
2025-01-01 10:53:00,295,185
2025-01-01 10:54:00,302,606
2025-01-01 10:55:00,872,515
2025-01-01 10:56:00,845,880
2025-01-01 10:57:00,477,213
2025-01-01 10:58:00,201,633
2025-01-01 10:59:00,601,800
2025-01-01 11:00:00,885,838
2025-01-01 11:01:00,943,833
2025-01-01 11:02:00,298,473
2025-01-01 11:03:00,656,375
2025-01-01 11:04:00,613,825
2025-01-01 11:05:00,191,55
2025-01-01 11:06:00,248,248
2025-01-01 11:07:00,171,696
2025-01-01 11:08:00,813,553
2025-01-01 11:09:00,473,662
2025-01-01 11:10:00,948,213
2025-01-01 11:11:00,503,827
2025-01-01 11:12:00,501,639
2025-01-01 11:13:00,105,108
2025-01-01 11:14:00,993,762
2025-01-01 11:15:00,522,759
2025-01-01 11:16:00,478,888
2025-01-01 11:17:00,661,246
2025-01-01 11:18:00,623,722
2025-01-01 11:19:00,108,266
2025-01-01 11:20:00,654,534
2025-01-01 11:21:00,266,809
2025-01-01 11:22:00,412,731
2025-01-01 11:23:00,896,671
2025-01-01 11:24:00,731,705
2025-01-01 11:25:00,493,370
2025-01-01 11:26:00,537,93
2025-01-01 11:27:00,380,588
2025-01-01 11:28:00,286,744
2025-01-01 11:29:00,253,598
2025-01-01 11:30:00,915,279
2025-01-01 11:31:00,222,224
2025-01-01 11:32:00,796,631
2025-01-01 11:33:00,854,439
2025-01-01 11:34:00,435,306
2025-01-01 11:35:00,178,690
2025-01-01 11:36:00,934,788
2025-01-01 11:37:00,401,596
2025-01-01 11:38:00,510,139
2025-01-01 11:39:00,369,83
2025-01-01 11:40:00,773,645
2025-01-01 11:41:00,951,170
2025-01-01 11:42:00,522,59
2025-01-01 11:43:00,887,591
2025-01-01 11:44:00,795,755
2025-01-01 11:45:00,996,462
2025-01-01 11:46:00,384,437
2025-01-01 11:47:00,503,698
2025-01-01 11:48:00,726,384
2025-01-01 11:49:00,744,595
2025-01-01 11:50:00,192,509
2025-01-01 11:51:00,197,402
2025-01-01 11:52:00,395,794
2025-01-01 11:53:00,844,386
2025-01-01 11:54:00,360,560
2025-01-01 11:55:00,372,443
2025-01-01 11:56:00,211,419
2025-01-01 11:57:00,221,748
2025-01-01 11:58:00,121,274
2025-01-01 11:59:00,733,473
2025-01-01 12:00:00,255,874
2025-01-01 12:01:00,595,694
2025-01-01 12:02:00,467,157
2025-01-01 12:03:00,837,348
2025-01-01 12:04:00,261,365
2025-01-01 12:05:00,314,564
2025-01-01 12:06:00,124,696
2025-01-01 12:07:00,741,488
2025-01-01 12:08:00,131,116
2025-01-01 12:09:00,199,723
2025-01-01 12:10:00,564,556
2025-01-01 12:11:00,765,163
2025-01-01 12:12:00,590,850
2025-01-01 12:13:00,244,245
2025-01-01 12:14:00,810,275
2025-01-01 12:15:00,751,894
2025-01-01 12:16:00,143,578
2025-01-01 12:17:00,194,516
2025-01-01 12:18:00,380,607
2025-01-01 12:19:00,211,845
2025-01-01 12:20:00,934,134
2025-01-01 12:21:00,660,738
2025-01-01 12:22:00,328,410
2025-01-01 12:23:00,853,91
2025-01-01 12:24:00,927,670
2025-01-01 12:25:00,924,633
2025-01-01 12:26:00,218,353
2025-01-01 12:27:00,889,487
2025-01-01 12:28:00,305,769
2025-01-01 12:29:00,592,790
2025-01-01 12:30:00,257,498
2025-01-01 12:31:00,456,431
2025-01-01 12:32:00,435,642
2025-01-01 12:33:00,508,240
2025-01-01 12:34:00,956,233
2025-01-01 12:35:00,969,470
2025-01-01 12:36:00,130,121
2025-01-01 12:37:00,254,297
2025-01-01 12:38:00,731,223
2025-01-01 12:39:00,469,550
2025-01-01 12:40:00,387,111
2025-01-01 12:41:00,162,59
2025-01-01 12:42:00,105,59
2025-01-01 12:43:00,964,383
2025-01-01 12:44:00,947,98
2025-01-01 12:45:00,871,731
2025-01-01 12:46:00,806,211
2025-01-01 12:47:00,453,319
2025-01-01 12:48:00,906,576
2025-01-01 12:49:00,416,155
2025-01-01 12:50:00,126,372
2025-01-01 12:51:00,870,414
2025-01-01 12:52:00,923,742
2025-01-01 12:53:00,158,840
2025-01-01 12:54:00,331,572
2025-01-01 12:55:00,817,125
2025-01-01 12:56:00,542,469
2025-01-01 12:57:00,878,118
2025-01-01 12:58:00,186,520
2025-01-01 12:59:00,594,206
2025-01-01 13:00:00,281,588
2025-01-01 13:01:00,989,335
2025-01-01 13:02:00,558,634
2025-01-01 13:03:00,608,677
2025-01-01 13:04:00,782,865
2025-01-01 13:05:00,282,621
2025-01-01 13:06:00,717,188
2025-01-01 13:07:00,179,507
2025-01-01 13:08:00,841,806
2025-01-01 13:09:00,562,852
2025-01-01 13:10:00,406,365
2025-01-01 13:11:00,344,438
2025-01-01 13:12:00,865,534
2025-01-01 13:13:00,139,182
2025-01-01 13:14:00,786,864
2025-01-01 13:15:00,528,133
2025-01-01 13:16:00,327,96
2025-01-01 13:17:00,634,374
2025-01-01 13:18:00,393,740
2025-01-01 13:19:00,810,367
2025-01-01 13:20:00,998,689
2025-01-01 13:21:00,885,357
2025-01-01 13:22:00,920,470
2025-01-01 13:23:00,106,576
2025-01-01 13:24:00,385,91
2025-01-01 13:25:00,385,179
2025-01-01 13:26:00,273,249
2025-01-01 13:27:00,242,373
2025-01-01 13:28:00,286,593
2025-01-01 13:29:00,192,426
2025-01-01 13:30:00,832,498
2025-01-01 13:31:00,889,533
2025-01-01 13:32:00,324,193
2025-01-01 13:33:00,407,794
2025-01-01 13:34:00,228,246
2025-01-01 13:35:00,173,853
2025-01-01 13:36:00,378,142
2025-01-01 13:37:00,987,308
2025-01-01 13:38:00,522,136
2025-01-01 13:39:00,386,265
2025-01-01 13:40:00,837,811
